,지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명,단가
26954,부산광역시 해운대구 좌동,1413,1413,0,삼성,84.996,201910,22,41000,17,1997,세실로 174,482.37564120664507
26346,부산광역시 수영구 민락동,773,773,0,e편한세상광안비치,84.997,201910,21,41000,4,2016,민락수변로7번길 60,482.36996599879996
24266,부산광역시 강서구 명지동,3417,3417,0,명지 대방노블랜드 오션뷰2차,84.9985,201910,5,41000,12,2016,명지국제5로 11,482.36145343741356
25437,부산광역시 부산진구 전포동,587,587,0,서면롯데캐슬스카이,113.0393,201910,27,54500,25,2004,전포대로275번길 20,482.13320500038486
26445,부산광역시 연제구 연산동,1481-5,1481,5,SC아르피나,45.34,201910,16,21854,8,2019,거제천로124번길 60,482.0026466696074
24310,부산광역시 강서구 명지동,3350,3350,0,부산명지 중흥S-클래스 에듀오션,84.6651,201910,9,40800,15,2018,명지국제5로 90,481.89868080236135
26383,부산광역시 연제구 거제동,1479,1479,0,거제2차현대홈타운,140.729,201910,2,67800,14,2002,법원북로 16,481.777032452444
25524,부산광역시 북구 금곡동,1918,1918,0,신화명리버뷰자이아파트,59.895,201910,30,28850,24,2015,금곡대로470번길 29,481.6762668002337
26944,부산광역시 해운대구 좌동,1321,1321,0,벽산1,101.78,201910,10,49000,5,1996,대천로 205,481.4305364511692
24810,부산광역시 남구 용호동,176-30,176,30,LG메트로시티4,63.238,201910,8,30400,21,2003,분포로 113,480.7236155476138
26484,부산광역시 연제구 연산동,2331,2331,0,브라운스톤연제2단지,84.9558,201910,17,40800,9,2016,연제로8번길 30,480.24972985952695
26432,부산광역시 연제구 거제동,1515,1515,0,일동미라주 리버,84.9952,201910,7,40800,6,2014,세병로 74,480.0271074131245
25631,부산광역시 북구 화명동,2306,2306,0,대림쌍용강변타운,59.89,201910,1,28700,23,2004,화명신도시로 39,479.21188846218064
25888,부산광역시 사하구 괴정동,550-7,550,7,괴정동 천아하늘정원 2차,79.36,201910,19,38000,9,2016,장평로449번길 26,478.8306451612903
25443,부산광역시 부산진구 전포동,312-31,312,31,스윗팰리스,46.4,201910,4,22190,13,2018,전포대로 204,478.23275862068965
26398,부산광역시 연제구 거제동,1468-1,1468,1,거제동월드메르디앙,84.9171,201910,7,40500,8,2005,거제천로 233,476.9357408578484
26422,부산광역시 연제구 거제동,1466-17,1466,17,온천천쌍용예가,84.945,201910,25,40500,16,2006,세병로 68,476.7790923538761
24812,부산광역시 남구 용호동,176-30,176,30,LG메트로시티4,70.918,201910,19,33800,11,2003,분포로 113,476.6067853013339
25114,부산광역시 동래구 안락동,1251,1251,0,강변뜨란채,59.69,201910,22,28400,8,2006,안남로 79,475.7915898810521
26417,부산광역시 연제구 거제동,1475,1475,0,쌍용,59.991,201910,31,28500,2,2002,법원북로 13,475.0712606891034
25195,부산광역시 부산진구 가야동,128-1,128,1,가야동원로얄듀크,57.0559,201910,21,27100,2,2013,가야대로 531,474.9727898429435
26394,부산광역시 연제구 거제동,1467-1,1467,1,거제동롯데캐슬,59.664,201910,10,28300,9,2001,세병로 44,474.32287476535265
26765,부산광역시 해운대구 우동,1008-5,1008,5,동부올림픽타운,114.92,201910,18,54500,9,1999,해운대로 428,474.2429516185172
25909,부산광역시 사하구 괴정동,932-3,932,3,영원베네스트아파트,69.21,201910,18,32800,13,2017,낙동대로234번길 1,473.919953763907
24984,부산광역시 동래구 명륜동,756-1,756,1,동래센트럴파크하이츠2차,183.6829,201910,10,87000,1,2010,문화로 33,473.6423477634554
25089,부산광역시 동래구 사직동,1019,1019,0,삼환나우빌,76.559,201910,19,36250,18,2010,쇠미로 72,473.4910330594705
26529,부산광역시 연제구 연산동,2262,2262,0,연산자이,84.5157,201910,29,40000,25,2010,과정로343번길 43,473.28484530093226
26651,부산광역시 중구 보수동3가,Jan-75,75,1,서원블루오션F동,70.8014,201910,18,33500,14,2019,대청로 17,473.15448564576405
25362,부산광역시 부산진구 부암동,746,746,0,서면 동일파크스위트 3차,84.9789,201910,22,40200,16,2017,동평로 162,473.05860631286123
25359,부산광역시 부산진구 부암동,746,746,0,서면 동일파크스위트 3차,79.9368,201910,14,37800,23,2017,동평로 162,472.8735701203951
24459,부산광역시 금정구 부곡동,974,974,0,장전 서희스타힐스,84.6628,201910,10,40000,19,2017,부곡온천천로 170,472.4625219104494
26834,부산광역시 해운대구 재송동,1196,1196,0,더샵센텀스타,98.51,201910,15,46500,38,2008,센텀동로 123,472.0332961120698
26791,부산광역시 해운대구 우동,1100,1100,0,센텀삼환Nauville,84.84,201910,30,40000,15,1996,해운대로 361,471.47571900047143
24814,부산광역시 남구 용호동,176-30,176,30,LG메트로시티4,63.238,201910,28,29800,20,2003,분포로 113,471.2356494512793
24816,부산광역시 남구 용호동,176-30,176,30,LG메트로시티4-2,84.888,201910,18,40000,18,2003,분포로 113,471.20912260861365
24480,부산광역시 금정구 장전동,732,732,0,금정산쌍용예가,84.9024,201910,17,40000,7,2012,금강로379번길 50,471.12920247248604
24370,부산광역시 금정구 구서동,413-43,413,43,구서백리명가에덴,47.56,201910,1,22403,12,2019,금강로 431,471.0470984020185
26348,부산광역시 수영구 민락동,110-8,110,8,롯데캐슬자이언트,84.9393,201910,22,40000,11,2003,광안해변로 386,470.92453081200335
24477,부산광역시 금정구 장전동,739,739,0,금정산 2차 쌍용 예가,84.9428,201910,25,40000,2,2014,수림로72번길 21,470.90512674411485
25638,부산광역시 북구 화명동,2306,2306,0,대림쌍용강변타운,59.89,201910,10,28200,3,2004,화명신도시로 39,470.8632492903657
24294,부산광역시 강서구 명지동,3415,3415,0,명지국제신도시 호반베르디움1차,66.9173,201910,9,31500,8,2016,명지국제5로 29,470.7302894767123
26401,부산광역시 연제구 거제동,1468-1,1468,1,거제동월드메르디앙,101.9945,201910,14,48000,2,2005,거제천로 233,470.61361151826816
25154,부산광역시 동래구 온천동,182-7,182,7,KH파인우스,43.7575,201910,10,20590,13,2019,온천장로 75,470.5479060732446
25724,부산광역시 북구 화명동,2324,2324,0,화명롯데캐슬카이저,131.78,201910,16,62000,17,2012,금곡대로 166,470.481104871756
24373,부산광역시 금정구 구서동,413-43,413,43,구서백리명가에덴,49.86,201910,16,23456,7,2019,금강로 431,470.43722422783793
24312,부산광역시 강서구 명지동,3400,3400,0,부산명지 중흥S-클래스 프라디움,59.9704,201910,5,28200,20,2016,명지국제7로 133,470.23198111068126
24513,부산광역시 금정구 장전동,713,713,0,장전동 금정산 SK VIEW,127.62,201910,1,60000,7,2010,식물원로 64,470.1457451810061
26446,부산광역시 연제구 연산동,1481-5,1481,5,SC아르피나,66.37,201910,21,31200,14,2019,거제천로124번길 60,470.09190899502784
24374,부산광역시 금정구 구서동,413-43,413,43,구서백리명가에덴,64.13,201910,21,30142,15,2019,금강로 431,470.0140339934508
25329,부산광역시 부산진구 범천동,1647,1647,0,서면 DS·협성 엘리시안 아파트,62.7679,201910,22,29500,27,2017,만리산로 11,469.9854543484807
25361,부산광역시 부산진구 부암동,746,746,0,서면 동일파크스위트 3차,67.882,201910,21,31900,8,2017,동평로 162,469.93311923632183
24253,부산광역시 강서구 명지동,Jan-99,3599,1,e편한세상명지,98.973,201910,11,46500,16,2019,명지국제2로 80,469.8251038161923
26527,부산광역시 연제구 연산동,2262,2262,0,연산자이,84.5157,201910,26,39700,21,2010,과정로343번길 43,469.73520896117526
24964,부산광역시 동래구 낙민동,265,265,0,부일스톤캐슬,44.92,201910,2,21100,4,2017,충렬대로255번길 12,469.7239536954586
25713,부산광역시 북구 화명동,2324,2324,0,화명롯데캐슬카이저,115.03,201910,1,54000,8,2012,금곡대로 166,469.44275406415716
25634,부산광역시 북구 화명동,2306,2306,0,대림쌍용강변타운,59.89,201910,7,28100,11,2004,화명신도시로 39,469.19352145600266
25546,부산광역시 북구 덕천동,357-1,357,1,덕천시영,40.07,201910,7,18800,4,1979,만덕대로89번길 17,469.1789368604941
24682,부산광역시 남구 대연동,1808,1808,0,대연비치,167.57,201910,10,78500,14,1984,황령대로 504,468.46094169600764
25722,부산광역시 북구 화명동,2324,2324,0,화명롯데캐슬카이저,115.95,201910,12,54300,6,2012,금곡대로 166,468.3053040103493
24444,부산광역시 금정구 부곡동,Nov-63,63,11,에스케이,59.813,201910,5,28000,3,1998,수림로 12,468.12565830170695
25123,부산광역시 동래구 안락동,1258,1258,0,안락 경동리인 아파트,72.2042,201910,7,33800,5,2015,충렬대로446번길 67,468.11681314937357
26729,부산광역시 해운대구 우동,1007-16,1007,16,대우동삼,84.85,201910,28,39700,6,1993,해운대로452번길 18,467.8845020624632
24365,부산광역시 금정구 구서동,1051,1051,0,구서동롯데캐슬골드1단지(1051),110.72,201910,26,51800,10,2006,금강로 502,467.8468208092486
24684,부산광역시 남구 대연동,1808,1808,0,대연비치,128.08,201910,12,59900,6,1984,황령대로 504,467.6764522173641
26936,부산광역시 해운대구 좌동,1319,1319,0,두산2,59.94,201910,19,28000,5,1996,대천로 225,467.1338004671338
24946,부산광역시 동구 초량동,1165-11,1165,11,부산역 유림줄리엣,16.724,201910,9,7800,17,2014,중앙대로274번길 7-3,466.395599138962
25314,부산광역시 부산진구 범천동,854-2,854,2,범내골역 이즈팰리스,37.1026,201910,26,17300,13,2017,황령대로18번길 22,466.2746007018376
26521,부산광역시 연제구 연산동,2262,2262,0,연산자이,131.9004,201910,5,61500,27,2010,과정로343번길 43,466.2609059563125
25088,부산광역시 동래구 사직동,1019,1019,0,삼환나우빌,59.972,201910,18,27950,6,2010,쇠미로 72,466.05082371773494
24811,부산광역시 남구 용호동,176-30,176,30,LG메트로시티4,84.888,201910,17,39500,12,2003,분포로 113,465.319008576006
24261,부산광역시 강서구 명지동,3423,3423,0,명지 대방노블랜드 오션뷰1차,84.9145,201910,14,39500,5,2015,명지국제5로 30,465.17379246182924
26686,부산광역시 해운대구 반여동,1662,1662,0,메가센텀한화꿈에그린,84.9304,201910,24,39500,20,2008,반여로 67,465.0867062912691
26918,부산광역시 해운대구 좌동,1396,1396,0,대림,84.974,201910,19,39500,19,1996,대천로103번길 47,464.84807117471223
24293,부산광역시 강서구 명지동,3415,3415,0,명지국제신도시 호반베르디움1차,66.9173,201910,9,31000,10,2016,명지국제5로 29,463.2583801199391
26878,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,73.405,201910,24,34000,9,2006,해운대로76번길 55,463.1837068319597
26063,부산광역시 사하구 장림동,1151,1151,0,스마트더블유,16.4569,201910,1,7614,16,2018,장림번영로104번길 10,462.66307749333106
26606,부산광역시 영도구 봉래동1가,128-1,128,1,유원 블루파크,59.832,201910,25,27670,11,2018,대교로40번길 8,462.46155903195614
25442,부산광역시 부산진구 전포동,Sep-33,33,9,서면한신,59.72,201910,26,27600,13,1997,전포대로 294,462.1567314132619
26495,부산광역시 연제구 연산동,129,129,0,센텀수영강푸르지오,59.9616,201910,16,27700,13,2007,고분로 270,461.96232255310065
26882,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,123.86,201910,29,57200,19,2006,해운대로76번길 55,461.8117229129663
24296,부산광역시 강서구 명지동,3415,3415,0,명지국제신도시 호반베르디움1차,66.9173,201910,14,30900,14,2016,명지국제5로 29,461.76399824858447
24371,부산광역시 금정구 구서동,413-43,413,43,구서백리명가에덴,49.86,201910,7,23020,4,2019,금강로 431,461.69273967107904
26908,부산광역시 해운대구 좌동,1317,1317,0,경동지-플러스,59.5925,201910,3,27500,6,2002,세실로 30,461.4674665436087
26526,부산광역시 연제구 연산동,2262,2262,0,연산자이,84.5157,201910,24,39000,2,2010,과정로343번길 43,461.45272416840896
26176,부산광역시 서구 서대신동3가,360-13,360,13,세영엘도라도B동,49.87,201910,19,23000,5,2018,구덕로333번길 17,461.19911770603574
25170,부산광역시 동래구 온천동,1833,1833,0,동래삼정그린코아포레스트,84.5635,201910,21,39000,5,2018,쇠미로 153,461.19188538790377
24481,부산광역시 금정구 장전동,732,732,0,금정산쌍용예가,114.7042,201910,22,52900,2,2012,금강로379번길 50,461.18625124450546
24311,부산광역시 강서구 명지동,3350,3350,0,부산명지 중흥S-클래스 에듀오션,84.6651,201910,27,39000,9,2018,명지국제5로 90,460.63844488461007
24449,부산광역시 금정구 부곡동,Nov-63,63,11,에스케이,84.93,201910,25,39000,20,1998,수림로 12,459.20169551395264
25313,부산광역시 부산진구 범천동,854-2,854,2,범내골역 이즈팰리스,44.684,201910,15,20500,13,2017,황령대로18번길 22,458.777190940829
26520,부산광역시 연제구 연산동,2262,2262,0,연산자이,84.6588,201910,5,38800,21,2010,과정로343번길 43,458.3102996971372
24510,부산광역시 금정구 장전동,604-12,604,12,윤성리버티,49.7526,201910,21,22800,19,2019,온천장로125번길 28-20,458.2675076277421
25332,부산광역시 부산진구 범천동,1647,1647,0,서면 DS·협성 엘리시안 아파트,59.8084,201910,28,27400,9,2017,만리산로 11,458.1296272764361
24369,부산광역시 금정구 구서동,413-43,413,43,구서백리명가에덴,68.97,201910,1,31597,5,2019,금강로 431,458.1267217630854
26969,부산광역시 해운대구 좌동,1348,1348,0,코오롱,84.95,201910,13,38900,23,1997,대천로 35,457.9164214243673
24283,부산광역시 강서구 명지동,3354,3354,0,명지1차 금강펜테리움 센트럴파크,61.2559,201910,10,28000,6,2015,명지국제5로 59,457.09882639876326
26756,부산광역시 해운대구 우동,1008-5,1008,5,동부올림픽타운,114.92,201910,8,52500,11,1999,해운대로 428,456.8395405499478
26231,부산광역시 서구 토성동5가,Dec-53,53,12,한영리더스,54.47,201910,1,24830,12,2018,천마로205번길 63,455.8472553699284
25521,부산광역시 북구 금곡동,1918,1918,0,신화명리버뷰자이아파트,59.895,201910,23,27300,6,2015,금곡대로470번길 29,455.7976458802905
26580,부산광역시 영도구 동삼동,1189,1189,0,롯데캐슬 블루오션,59.96,201910,3,27300,16,2017,절영로 524,455.3035356904603
26872,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,73.405,201910,1,33400,20,2006,해운대로76번길 55,455.0098767113957
26771,부산광역시 해운대구 우동,938,938,0,롯데,84.84,201910,23,38600,5,1993,해운대로483번길 10,454.97406883545494
25675,부산광역시 북구 화명동,2264,2264,0,롯데낙천대,59.445,201910,4,27000,6,2002,화명신도시로 156,454.2013626040878
25640,부산광역시 북구 화명동,2306,2306,0,대림쌍용강변타운,59.89,201910,19,27200,12,2004,화명신도시로 39,454.1659709467357
25658,부산광역시 북구 화명동,2262,2262,0,대우이안,59.9011,201910,26,27200,1,2002,화명신도시로 145,454.08181151932104
26790,부산광역시 해운대구 우동,1100,1100,0,센텀삼환Nauville,84.84,201910,23,38500,6,1996,해운대로 361,453.79537953795375
24506,부산광역시 금정구 장전동,717,717,0,벽산블루밍 장전 디자인시티 2단지,147.65,201910,28,67000,20,2012,금강로 225,453.7758211987809
26331,부산광역시 수영구 남천동,Jan-47,47,1,화목타운,81.54,201910,10,37000,5,1984,수영로 481,453.7650233014471
26365,부산광역시 수영구 민락동,108-1,108,1,센텀비치푸르지오,84.88,201910,7,38500,24,2003,광안해변로 418,453.5815268614515
25216,부산광역시 부산진구 개금동,796,796,0,개금 롯데캐슬,84.9056,201910,27,38500,13,2010,개금온정로 10,453.44476689405644
