,지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명,단가
24327,부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,117.27,201910,5,39800,12,2009,명지오션시티11로 51,339.38773769932635
25251,부산광역시 부산진구 개금동,596,596,0,엘지신개금(2-2),84.99,201910,5,28800,16,1999,백양대로300번길 19,338.86339569361104
26680,부산광역시 해운대구 반여동,1174-1,1174,1,SKVIEW,59.91,201910,21,20300,21,2001,삼어로 55,338.84159572692374
24651,부산광역시 남구 대연동,1773-1,1773,1,대연동에스케이뷰,106.2656,201910,4,36000,18,2007,진남로 159,338.77378944832566
25897,부산광역시 사하구 괴정동,795-14,795,14,괴정한신,84.74,201910,8,28700,14,1997,승학로 221,338.68303044607035
26616,부산광역시 영도구 영선동2가,175,175,0,동부산아이존빌,106.3564,201910,16,36000,12,2004,영선대로 98,338.48456698421535
26179,부산광역시 서구 서대신동3가,694-1,694,1,협성르네상스,104.95,201910,15,35500,8,2001,대티로 159,338.2563125297761
24306,부산광역시 강서구 명지동,3246,3246,0,명지오션시티삼정그린코아,70.6904,201910,16,23900,5,2014,명지오션시티10로 114,338.0939986193316
25175,부산광역시 동래구 온천동,1841,1841,0,두비앙에코힐아파트,59.6946,201910,17,20176,11,2019,쇠미로121번길 91-1,337.98702060152846
24632,부산광역시 기장군 철마면 고촌리,684,684,0,고촌엘에이치,84.95,201910,13,28700,4,2014,고촌로 11,337.84579164214244
25182,부산광역시 동래구 온천동,178-7,178,7,벽산아스타,119.932,201910,24,40500,8,2008,중앙대로1473번길 13,337.69135843644733
26953,부산광역시 해운대구 좌동,1413,1413,0,삼성,134.97,201910,6,45500,20,1997,세실로 174,337.11195080388234
25748,부산광역시 사상구 덕포동,793,793,0,덕포경동메르빌,73.8932,201910,24,24900,20,2013,덕상로 8-37,336.9728202324436
25908,부산광역시 사하구 괴정동,998,998,0,신화프라자,58.76,201910,30,19800,7,2003,낙동대로216번길 3,336.9639210347175
25625,부산광역시 북구 화명동,196,196,0,경남아너스빌,84.91,201910,17,28600,14,1998,대천천길 37,336.82722883052645
25698,부산광역시 북구 화명동,2290,2290,0,코오롱하늘채1차,114.9,201910,5,38700,13,2002,화명신도시로 70,336.81462140992164
26431,부산광역시 연제구 거제동,768-1,768,1,유림아시아드타워,59.983,201910,19,20200,23,2004,화지로 84,336.7620825900672
24776,부산광역시 남구 문현동,374-1,374,1,문현이안,120.28,201910,19,40500,17,2007,전포대로 16,336.7143332224809
24790,부산광역시 남구 문현동,363-1,363,1,시티프라자,59.4,201910,15,20000,28,1999,수영로 26,336.7003367003367
24758,부산광역시 남구 대연동,1203-47,1203,47,현대(1203-47),59.4,201910,4,20000,20,1997,천제등로28번길 50,336.7003367003367
25407,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,201910,15,28600,9,1998,37,336.51017766796093
25694,부산광역시 북구 화명동,1426-1,1426,1,우신,54.44,201910,3,18300,2,1987,산성로12번길 27,336.1498897869214
25742,부산광역시 사상구 괘법동,525-25,525,25,파밀리아 괘법3차,49.6925,201910,20,16700,6,2016,사상로223번길 14,336.0668108869547
25374,부산광역시 부산진구 부암동,Mar-48,48,3,타워베르빌,84.814,201910,17,28500,27,2005,시민공원로19번길 65,336.02942910368574
24876,부산광역시 남구 용호동,179-4,179,4,일신프리빌리지,84.93,201910,14,28500,12,1996,용호로 34,335.5704697986577
26391,부산광역시 연제구 거제동,1467-1,1467,1,거제동롯데캐슬,84.937,201910,2,28500,1,2001,세병로 44,335.54281408573416
25316,부산광역시 부산진구 범천동,1000-24,1000,24,범내골역 한라비발디 STUDIO 422,23.8499,201910,25,8000,7,2013,범천로 22,335.4311758120579
25315,부산광역시 부산진구 범천동,1000-24,1000,24,범내골역 한라비발디 STUDIO 422,23.8499,201910,24,8000,9,2013,범천로 22,335.4311758120579
24304,부산광역시 강서구 명지동,3234,3234,0,명지두산위브포세이돈,84.9791,201910,18,28500,15,2013,명지오션시티11로 22,335.3765808298746
25397,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,201910,1,28500,10,1997,동평로 352,335.33356865513593
24563,부산광역시 기장군 정관읍 매학리,723,723,0,정관2차동원로얄듀크,84.999,201910,17,28500,5,2013,12,335.29806233014506
24564,부산광역시 기장군 정관읍 매학리,723,723,0,정관2차동원로얄듀크,84.999,201910,22,28500,10,2013,12,335.29806233014506
26423,부산광역시 연제구 거제동,1464-3,1464,3,우성,73.755,201910,11,24700,18,1997,거제천로 255,334.89254965765036
25488,부산광역시 북구 구포동,1095-2,1095,2,삼정그린코아,59.73,201910,14,20000,17,1999,백양대로1016번길 10,334.8401138456387
25601,부산광역시 북구 만덕동,955,955,0,백양산동문굿모닝힐,70.1847,201910,30,23500,2,2015,덕천로276번길 60,334.8308107037573
26147,부산광역시 서구 동대신동2가,367,367,0,골든캐슬,78.58,201910,28,26300,10,2005,구덕로 310,334.69076100789005
25606,부산광역시 북구 만덕동,830-49,830,49,부산만덕6휴먼시아,84.88,201910,23,28400,2,2011,만덕1로 25-9,334.5900094250707
26476,부산광역시 연제구 연산동,784-1,784,1,디오빌비동,58.29,201910,3,19500,8,2003,월드컵대로19번길 17,334.5342254246011
25614,부산광역시 북구 만덕동,953,953,0,쌍용스윗닷홈,59.8869,201910,12,20000,22,2005,만덕3로 49,333.96285331182617
25400,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,201910,5,20000,1,1997,동평로 352,333.6113427856547
24794,부산광역시 남구 문현동,Jan-73,73,1,현대,59.951,201910,4,20000,3,1998,진남로198번길 9-1,333.60577805207583
26232,부산광역시 서구 토성동5가,Mar-34,34,3,해오름,80.38,201910,1,26800,11,2006,구덕로 130,333.4162727046529
25243,부산광역시 부산진구 개금동,455,455,0,엘지신개금(2-1),59.99,201910,11,20000,13,1998,백양대로300번길 20,333.3888981496916
26229,부산광역시 서구 토성동5가,32,32,0,서원스위트홈,84.07,201910,17,28000,13,2004,구덕로 138,333.05578684429645
26247,부산광역시 수영구 광안동,529,529,0,비치-그린아파트,59.76,201910,3,19900,12,1996,광일로 49,332.99866131191436
24309,부산광역시 강서구 명지동,3236,3236,0,명지오션시티한신휴플러스,84.99,201910,21,28300,2,2014,명지오션시티1로 155,332.9803506294858
25401,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,201910,17,28300,15,1997,동평로 352,332.9803506294858
25538,부산광역시 북구 금곡동,1898,1898,0,화명한일유앤아이,83.5,201910,12,27800,18,2002,화명신도시로 194,332.9341317365269
26319,부산광역시 수영구 남천동,Oct-44,44,10,진흥목화,84.95,201910,27,28250,8,1996,수영로481번길 14,332.54855797527955
24795,부산광역시 남구 문현동,Jan-73,73,1,현대,59.951,201910,8,19900,21,1998,진남로198번길 9-1,331.9377491618155
24308,부산광역시 강서구 명지동,3236,3236,0,명지오션시티한신휴플러스,84.99,201910,19,28200,6,2014,명지오션시티1로 155,331.80374161666083
26228,부산광역시 서구 토성동5가,Jun-45,45,6,서원블루오션B동,81.83,201910,9,27150,6,2014,초장로 53,331.78540877428816
26409,부산광역시 연제구 거제동,139-1,139,1,벽산이-메타폴리스,84.42,201910,9,28000,16,2005,온천천공원길 4,331.6749585406302
24303,부산광역시 강서구 명지동,3234,3234,0,명지두산위브포세이돈,70.8693,201910,16,23500,5,2013,명지오션시티11로 22,331.5963329678719
26887,부산광역시 해운대구 재송동,1030,1030,0,시영79년,40.13,201910,28,13300,1,1980,해운대로61번길 62-7,331.4228756541241
25424,부산광역시 부산진구 전포동,695-5,695,5,보해이브빌,84.49,201910,23,28000,12,2003,전포대로 179,331.4001657000829
25051,부산광역시 동래구 복천동,67,67,0,동호,39.01,201910,11,12900,4,1982,동래로159번길 58-7,330.68443988720844
26113,부산광역시 서구 남부민동,643-13,643,13,민송 베른시티,84.69,201910,31,28000,9,2016,충무대로241번길 12,330.6175463454953
25318,부산광역시 부산진구 범천동,1643,1643,0,범일역 풍림아이원,112.5541,201910,7,37200,6,2012,범일로154번길 33,330.50772917201596
25292,부산광역시 부산진구 당감동,May-71,71,5,홍림로얄뷰,49.94,201910,23,16500,7,2015,신천대로183번길 64-15,330.3964757709251
26112,부산광역시 서구 남부민동,523-1,523,1,대림비치,84.77,201910,22,28000,17,2003,충무대로 133,330.30553261767136
26518,부산광역시 연제구 연산동,243-18,243,18,연산엘지,60.0,201910,5,19800,4,1999,고분로 200,330.0
25803,부산광역시 사상구 주례동,595-4,595,4,럭키주례,84.91,201910,2,28000,1,1989,가야대로284번길 12,329.76092333058534
26442,부산광역시 연제구 거제동,840,840,0,현대,84.96,201910,10,28000,1,1986,거제대로 198,329.5668549905838
24332,부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,84.97,201910,22,28000,10,2009,명지오션시티11로 51,329.52806873014003
24653,부산광역시 남구 대연동,1773-1,1773,1,대연동에스케이뷰,84.9944,201910,8,28000,9,2007,진남로 159,329.4334685579285
25665,부산광역시 북구 화명동,1150,1150,0,동원로얄듀크,84.9949,201910,7,28000,16,2004,금곡대로 228,329.4315305977182
24456,부산광역시 금정구 부곡동,235-5,235,5,우신뉴타운,59.82,201910,23,19700,7,1995,중앙대로1667번길 8,329.3212972250084
24463,부산광역시 금정구 부곡동,64-30,64,30,천아하늘정원,70.215,201910,31,23100,7,2014,중앙대로1763번길 32,328.9895321512497
24797,부산광역시 남구 용당동,599-1,599,1,신대연코오롱하늘채,84.6588,201910,25,27850,5,2007,홍곡로320번길 132,328.9675733650843
26242,부산광역시 수영구 광안동,526-1,526,1,광원,59.94,201910,21,19700,7,1995,광일로 63,328.661995328662
26156,부산광역시 서구 서대신동1가,Nov-53,53,11,대신타워펠리스,66.95,201910,25,22000,3,2015,구덕로279번길 22-5,328.60343539955187
26907,부산광역시 해운대구 좌동,1448,1448,0,경남선경,84.93,201910,25,27900,1,1996,청사포로 27,328.50582832921225
25368,부산광역시 부산진구 부암동,720,720,0,쌍용스윗닷홈,94.412,201910,25,31000,12,2004,백양산로 70,328.3480913443206
25695,부산광역시 북구 화명동,1426-1,1426,1,우신,57.26,201910,9,18800,3,1987,금곡대로324번길 45,328.3269297939225
24773,부산광역시 남구 문현동,383-1,383,1,문현삼성힐타워,125.04,201910,5,41000,11,2002,전포대로 26,327.8950735764555
25882,부산광역시 사하구 괴정동,1278,1278,0,괴정 K스타파크,73.9678,201910,23,24250,12,2015,사리로70번길 24,327.8453597376156
25962,부산광역시 사하구 다대동,1667,1667,0,다대푸르지오,104.6621,201910,11,34300,4,2012,윤공단로 123,327.72130503783126
25075,부산광역시 동래구 사직동,1017,1017,0,사직쌍용예가,119.009,201910,4,39000,4,2006,사직로 80,327.7063079262913
25839,부산광역시 사상구 주례동,239,239,0,한일유엔아이,125.16,201910,8,41000,18,2005,백양대로 372-15,327.5806967082135
24534,부산광역시 기장군 기장읍 교리,2,2,0,이진 캐스빌블루 1차 ,84.922,201910,15,27800,15,2011,차성로 461,327.3592237582723
25750,부산광역시 사상구 덕포동,386-3,386,3,덕포동벽산블루밍,84.9595,201910,8,27800,8,2006,사상로342번길 39,327.21473172511605
26976,부산광역시 해운대구 좌동,1274,1274,0,한일,128.37,201910,23,42000,11,1996,대천로 56,327.1792474877308
25613,부산광역시 북구 만덕동,953,953,0,쌍용스윗닷홈,84.9876,201910,5,27800,7,2005,만덕3로 49,327.1065426015089
25402,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,201910,20,27800,19,1997,동평로 352,327.09730556536067
25671,부산광역시 북구 화명동,1150,1150,0,동원로얄듀크,84.9949,201910,31,27800,22,2004,금곡대로 228,327.0784482363059
25225,부산광역시 부산진구 개금동,53,53,0,개금주공2,41.3,201910,5,13500,13,1988,백양관문로 7,326.8765133171913
26163,부산광역시 서구 서대신동1가,Mar-33,33,3,리치W도시형생활주택,19.8909,201910,24,6500,6,2010,부용로 39-5,326.78259907797036
24396,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,22,20000,3,1980,수림로50번길 188,326.6906239790918
24403,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,30,20000,1,1980,수림로50번길 188,326.6906239790918
24404,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,30,20000,2,1980,수림로50번길 188,326.6906239790918
24395,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,22,20000,3,1980,수림로50번길 188,326.6906239790918
24398,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,22,20000,1,1980,수림로50번길 188,326.6906239790918
24406,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,31,20000,5,1980,수림로50번길 188,326.6906239790918
24402,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,30,20000,5,1980,수림로50번길 188,326.6906239790918
24388,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,18,20000,4,1980,수림로50번길 188,326.6906239790918
24382,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,18,20000,4,1980,수림로50번길 188,326.6906239790918
24384,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,18,20000,3,1980,수림로50번길 188,326.6906239790918
24390,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,18,20000,3,1980,수림로50번길 188,326.6906239790918
24393,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,22,20000,2,1980,수림로50번길 188,326.6906239790918
24383,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,18,20000,4,1980,수림로50번길 188,326.6906239790918
24386,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,18,20000,5,1980,수림로50번길 188,326.6906239790918
24389,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,18,20000,4,1980,수림로50번길 188,326.6906239790918
24387,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,18,20000,5,1980,수림로50번길 188,326.6906239790918
24394,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,22,20000,4,1980,수림로50번길 188,326.6906239790918
24385,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,18,20000,5,1980,수림로50번길 188,326.6906239790918
24381,부산광역시 금정구 구서동,86-73,86,73,삼성(86-73),61.22,201910,18,20000,1,1980,수림로50번길 188,326.6906239790918
26250,부산광역시 수영구 광안동,529,529,0,비치-그린아파트,84.9,201910,5,27700,18,1996,광일로 49,326.26619552414604
26239,부산광역시 수영구 광안동,526-1,526,1,광원,84.99,201910,7,27700,15,1995,광일로 63,325.9206965525356
24609,부산광역시 기장군 정관읍 용수리,1387,1387,0,정관 동일스위트1차,84.9923,201910,2,27700,18,2012,24,325.9118767229502
24887,부산광역시 남구 우암동,101-1,101,1,우암중앙하이츠,84.5909,201910,1,27550,16,2004,유엔로 46,325.6851505303762
25411,부산광역시 부산진구 연지동,23-17,23,17,연지2청구,59.895,201910,1,19500,13,2002,동평로291번길 30-17,325.56974705735036
24639,부산광역시 남구 대연동,252-1,252,1,경동메르빌,59.9094,201910,25,19500,27,2005,황령대로319번길 26,325.4914921531513
24414,부산광역시 금정구 금사동,565,565,0,삼한 사랑채,44.5526,201910,24,14500,9,2015,서금로 115,325.45799796195956
24413,부산광역시 금정구 금사동,565,565,0,삼한 사랑채,44.5526,201910,12,14500,14,2015,서금로 115,325.45799796195956
26246,부산광역시 수영구 광안동,May-99,99,5,롯데골드로즈,33.06,201910,30,10750,9,2006,수영로 648,325.1663641863279
24648,부산광역시 남구 대연동,282-1,282,1,대연극동Star Class,84.93,201910,19,27600,2,2002,진남로36번길 50,324.97350759448955
24970,부산광역시 동래구 낙민동,172,172,0,한양,113.39,201910,11,36800,8,1980,충렬대로 314,324.54361054766736
26607,부산광역시 영도구 봉래동2가,112,112,0,미광마린타워,84.78,201910,14,27500,16,1992,대교로14번길 17,324.36895494220335
25346,부산광역시 부산진구 범천동,875-11,875,11,평광 우리가,44.14,201910,22,14300,7,2015,신천대로65번길 90,323.96918894426824
24533,부산광역시 기장군 기장읍 교리,2,2,0,이진 캐스빌블루 1차 ,84.9005,201910,7,27500,21,2011,차성로 461,323.90857533230076
25834,부산광역시 사상구 주례동,221-1,221,1,주례센텀,71.0563,201910,1,23000,6,2014,백양대로 372-37,323.68699186419786
24631,부산광역시 기장군 철마면 고촌리,684,684,0,고촌엘에이치,84.97,201910,9,27500,6,2014,고촌로 11,323.64363893138756
24793,부산광역시 남구 문현동,Jan-73,73,1,현대,59.951,201910,1,19400,10,1998,진남로198번길 9-1,323.59760471051356
25536,부산광역시 북구 금곡동,1898,1898,0,화명한일유앤아이,83.5,201910,1,27000,9,2002,화명신도시로 194,323.3532934131737
25465,부산광역시 북구 구포동,394,394,0,구포 봄여름가을겨울아파트,64.965,201910,24,21000,13,2017,낙동대로1762번길 50,323.25098129762176
25462,부산광역시 북구 구포동,394,394,0,구포 봄여름가을겨울아파트,64.965,201910,21,21000,8,2017,낙동대로1762번길 50,323.25098129762176
24835,부산광역시 남구 용호동,176-30,176,30,엘지메트로시티(3),144.48,201910,17,46700,2,2002,분포로 111,323.2281284606866
25340,부산광역시 부산진구 범천동,1054,1054,0,서면이-편한세상,119.738,201910,8,38700,4,2006,가야대로 702,323.20566570345255
26966,부산광역시 해운대구 좌동,1398,1398,0,엘지,134.94,201910,26,43600,9,1996,대천로103번길 61,323.1065658811324
24328,부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,84.97,201910,10,27440,11,2009,명지오션시티11로 51,322.93750735553726
25635,부산광역시 북구 화명동,2306,2306,0,대림쌍용강변타운,131.07,201910,9,42300,22,2004,화명신도시로 39,322.7283131151293
24454,부산광역시 금정구 부곡동,235-5,235,5,우신뉴타운,59.82,201910,4,19300,11,1995,중앙대로1667번길 8,322.63457037780006
25891,부산광역시 사하구 괴정동,488-4,488,4,괴정신동화,59.91,201910,4,19300,4,1996,괴정로270번길 29,322.14989150392256
25410,부산광역시 부산진구 연지동,198-1,198,1,로얄,77.61,201910,1,25000,2,1986,국악로 5,322.12343770132713
25431,부산광역시 부산진구 전포동,181-1,181,1,서면대우디오빌2,32.6,201910,21,10500,17,2005,전포대로 274,322.0858895705521
26268,부산광역시 수영구 광안동,182-4,182,4,태평양하이츠,59.99,201910,28,19300,3,1997,남천바다로21번길 51,321.7202867144524
25461,부산광역시 북구 구포동,394,394,0,구포 봄여름가을겨울아파트,64.965,201910,21,20900,8,2017,낙동대로1762번길 50,321.71169091049023
24334,부산광역시 강서구 명지동,3231,3231,0,퀸덤1차링컨타운,84.97,201910,3,27300,9,2009,명지오션시티10로 16,321.28986701188654
26512,부산광역시 연제구 연산동,406-10,406,10,연산동한솔솔파크,84.9944,201910,14,27300,12,2007,과정로 211,321.19763184398033
24322,부산광역시 강서구 명지동,3243,3243,0,엘크루블루오션,147.97,201910,15,47500,2,2012,명지오션시티12로 92,321.0110157464351
25535,부산광역시 북구 금곡동,1885,1885,0,화명리버빌2차,82.63,201910,9,26500,8,2003,화명신도시로 244,320.70676509742225
26338,부산광역시 수영구 망미동,208-6,208,6,복음,46.8,201910,17,15000,1,1981,구락로 90,320.51282051282055
25224,부산광역시 부산진구 개금동,53,53,0,개금주공2,49.94,201910,4,16000,12,1988,백양관문로 7,320.3844613536244
25157,부산광역시 동래구 온천동,1445-1,1445,1,더블루원2차,52.78,201910,26,16900,10,2015,미남로146번길 24,320.1970443349754
24784,부산광역시 남구 문현동,395,395,0,삼성,149.98,201910,12,48000,24,2001,전포대로20번길 15,320.0426723563142
25257,부산광역시 부산진구 개금동,171-49,171,49,유창아이리치,38.6054,201910,21,12335,15,2019,냉정로 223,319.5148865184663
26021,부산광역시 사하구 당리동,54,54,0,신풍,56.36,201910,1,18000,2,1981,제석로 96,319.37544357700494
24541,부산광역시 기장군 기장읍 대라리,251,251,0,이진캐스빌골드,84.5689,201910,18,27000,18,2004,대청로 7,319.2663023877572
25352,부산광역시 부산진구 부암동,657,657,0,백양산삼정그린코아,59.8562,201910,29,19100,9,2012,용사촌로 52-16,319.0981051252836
26018,부산광역시 사하구 당리동,66,66,0,부영벽산블루밍,84.9636,201910,12,27100,5,2011,승학로71번길 60,318.9601193923045
26151,부산광역시 서구 부용동1가,May-41,41,5,동양하이츠,61.47,201910,3,19600,9,2014,흑교로105번길 21,318.85472588254436
25898,부산광역시 사하구 괴정동,795-14,795,14,괴정한신,59.6,201910,25,19000,5,1997,승학로 221,318.79194630872485
25456,부산광역시 북구 구포동,394,394,0,구포 봄여름가을겨울아파트,64.965,201910,10,20700,7,2017,낙동대로1762번길 50,318.6331101362272
25458,부산광역시 북구 구포동,394,394,0,구포 봄여름가을겨울아파트,64.965,201910,17,20700,7,2017,낙동대로1762번길 50,318.6331101362272
26648,부산광역시 중구 보수동2가,118-8,118,8,대성아르빌,26.68,201910,15,8500,8,2011,흑교로45번길 5-1,318.59070464767615
26114,부산광역시 서구 남부민동,685,685,0,현대타운,84.45,201910,30,26900,16,1999,충무대로 246,318.53167554766134
24616,부산광역시 기장군 정관읍 용수리,1279,1279,0,정관 이진캐스빌2차,84.7894,201910,29,27000,7,2017,가동3로 19,318.4360309189592
24615,부산광역시 기장군 정관읍 용수리,1279,1279,0,정관 이진캐스빌2차,84.7894,201910,28,27000,8,2017,가동3로 19,318.4360309189592
24796,부산광역시 남구 문현동,Jan-73,73,1,현대,84.846,201910,24,27000,23,1998,진남로198번길 9-1,318.2236051198642
26619,부산광역시 영도구 영선동4가,186-46,186,46,반도보라,99.96,201910,14,31800,2,2000,해안산책길 30,318.12725090036014
25487,부산광역시 북구 구포동,1095-2,1095,2,삼정그린코아,59.73,201910,14,19000,10,1999,백양대로1016번길 10,318.0981081533568
24528,부산광역시 금정구 청룡동,380-5,380,5,경동2차,128.8988,201910,17,41000,4,2007,청룡예전로 100-12,318.07898909842453
24553,부산광역시 기장군 일광면 이천리,472,472,0,동부산쏠마레,49.0658,201910,7,15600,14,2014,이천11길 23,317.94039840377616
26253,부산광역시 수영구 광안동,529,529,0,비치-그린아파트,59.76,201910,9,19000,3,1996,광일로 49,317.9384203480589
26974,부산광역시 해운대구 좌동,1323,1323,0,한라,134.97,201910,14,42900,5,1996,좌동순환로 280,317.8484107579462
25129,부산광역시 동래구 안락동,472-57,472,57,안락SKVIEW,84.96,201910,8,27000,9,1999,충렬대로 487,317.79661016949154
25277,부산광역시 부산진구 당감동,807-4,807,4,동일스위트,84.9772,201910,14,27000,19,2005,백양관문로 115,317.7322858366715
25248,부산광역시 부산진구 개금동,455,455,0,엘지신개금(2-1),84.99,201910,24,27000,12,1998,백양대로300번길 20,317.68443346276035
26238,부산광역시 수영구 광안동,526-1,526,1,광원,84.99,201910,2,27000,21,1995,광일로 63,317.68443346276035
24611,부산광역시 기장군 정관읍 용수리,1387,1387,0,정관 동일스위트1차,59.8302,201910,13,19000,17,2012,24,317.5653766826787
25459,부산광역시 북구 구포동,394,394,0,구포 봄여름가을겨울아파트,64.965,201910,17,20600,5,2017,낙동대로1762번길 50,317.09381974909564
25460,부산광역시 북구 구포동,394,394,0,구포 봄여름가을겨울아파트,64.965,201910,17,20600,5,2017,낙동대로1762번길 50,317.09381974909564
25307,부산광역시 부산진구 범천동,944-1,944,1,경남,59.9425,201910,8,19000,24,2003,신암로 32,316.97042999541225
25711,부산광역시 북구 화명동,752,752,0,화명대우,86.787,201910,23,27500,13,2000,화명대로 104,316.8677336467443
25876,부산광역시 사하구 감천동,567,567,0,부영벽산파라빌,59.9786,201910,19,19000,21,2002,감천로21번길 35,316.77965140900255
24786,부산광역시 남구 문현동,395,395,0,삼성,149.98,201910,15,47500,16,2001,전포대로20번길 15,316.7088945192693
24557,부산광역시 기장군 정관읍 달산리,1207,1207,0,정관1차동원로얄듀크,59.997,201910,1,19000,14,2013,139,316.6825007917063
25430,부산광역시 부산진구 전포동,181-1,181,1,서면대우디오빌2,28.58,201910,2,9050,19,2005,전포대로 274,316.65500349895035
25139,부산광역시 동래구 안락동,15-26,15,26,안락현대,59.87,201910,12,18950,13,2001,삼어로 9,316.51912477033574
26005,부산광역시 사하구 다대동,208,208,0,재성힐링파크2차,72.09,201910,16,22800,12,2017,다대동로 79-1,316.27132750728254
26925,부산광역시 해운대구 좌동,1273,1273,0,대창,134.64,201910,26,42500,12,1996,대천로67번길 7,315.6565656565657
25351,부산광역시 부산진구 부암동,May-69,69,5,메리움,84.91,201910,11,26800,20,1998,신천대로 246,315.6283123307031
24331,부산광역시 강서구 명지동,3232,3232,0,영어도시 퀸덤1차,101.4,201910,18,32000,11,2009,명지오션시티11로 51,315.58185404339247
26871,부산광역시 해운대구 재송동,1048-3,1048,3,센텀우신골든빌,76.0621,201910,22,24000,5,2006,재반로125번길 30,315.5316511113945
26567,부산광역시 영도구 대교동2가,151-3,151,3,아이블리스,64.9716,201910,14,20500,4,2017,절영로 33,315.5224744349839
24258,부산광역시 강서구 명지동,3244,3244,0,롯데캐슬,84.94,201910,15,26800,9,2008,명지오션시티11로 84,315.51683541323285
25228,부산광역시 부산진구 개금동,53,53,0,개금주공2,58.01,201910,12,18300,14,1988,백양관문로 7,315.46285123254614
26414,부산광역시 연제구 거제동,1272,1272,0,삼정그린코아,59.6068,201910,30,18800,5,2001,월드컵대로 325,315.40025634659133
25872,부산광역시 사하구 감천동,567,567,0,부영벽산파라빌,84.9939,201910,2,26800,14,2002,감천로21번길 35,315.316746260614
24888,부산광역시 남구 우암동,101-1,101,1,우암중앙하이츠,26.9625,201910,9,8500,2,2004,유엔로 46,315.25266573945294
25805,부산광역시 사상구 주례동,595,595,0,럭키주례1,77.85,201910,5,24500,13,1987,가야대로284번길 12,314.7077713551702
24968,부산광역시 동래구 낙민동,Jan-93,93,1,한신,84.93,201910,12,26700,11,1999,안남로 46,314.37654539032144
25345,부산광역시 부산진구 범천동,1589-27,1589,27,탑패밀리,46.78,201910,12,14700,11,2004,신천대로 167,314.2368533561351
24256,부산광역시 강서구 명지동,3244,3244,0,롯데캐슬,101.88,201910,3,32000,9,2008,명지오션시티11로 84,314.0950137416569
25147,부산광역시 동래구 안락동,1229-2,1229,2,충렬,50.04,201910,19,15700,4,1985,안락로101번길 16,313.74900079936054
25317,부산광역시 부산진구 범천동,1643,1643,0,범일역 풍림아이원,125.9662,201910,1,39500,17,2012,범일로154번길 33,313.57618154711344
25310,부산광역시 부산진구 범천동,1057-2,1057,2,대우디오빌1,24.2475,201910,2,7600,17,2004,가야대로 714,313.4343746778018
25786,부산광역시 사상구 엄궁동,680-2,680,2,쌍용스윗닷홈,84.9639,201910,3,26600,17,2005,엄궁로 100,313.074140899841
25148,부산광역시 동래구 안락동,1229-2,1229,2,충렬,50.04,201910,21,15650,3,1985,안락로101번길 16,312.7498001598721
25210,부산광역시 부산진구 가야동,Feb-56,56,2,한신센타뷰,73.57,201910,14,23000,9,2002,가야대로 597,312.62742965882836
26608,부산광역시 영도구 봉래동2가,112,112,0,미광마린타워,84.78,201910,21,26500,18,1992,대교로14번길 17,312.5737202170323
25615,부산광역시 북구 만덕동,953,953,0,쌍용스윗닷홈,99.1933,201910,14,31000,23,2005,만덕3로 49,312.5211077764325
24967,부산광역시 동래구 낙민동,Jun-90,90,6,중앙하이츠2,84.83,201910,9,26500,21,1996,안남로 36,312.3894848520571
25272,부산광역시 부산진구 당감동,516,516,0,개금주공3단지,41.3,201910,22,12900,14,1989,백양관문로 10,312.3486682808717
25223,부산광역시 부산진구 개금동,53,53,0,개금주공2,58.01,201910,3,18100,3,1988,백양관문로 7,312.01516979831064
25233,부산광역시 부산진구 개금동,53,53,0,개금주공2,58.01,201910,28,18100,11,1988,백양관문로 7,312.01516979831064
