,아파트,가격,지역
7573,안산레이크타운푸르지오,53500,경기도 안산단원구 고잔동
7574,안산레이크타운푸르지오,53800,경기도 안산단원구 고잔동
7575,안산레이크타운푸르지오,54300,경기도 안산단원구 고잔동
7576,안산레이크타운푸르지오,64300,경기도 안산단원구 고잔동
7577,안산레이크타운푸르지오,52500,경기도 안산단원구 고잔동
7578,안산레이크타운푸르지오,41500,경기도 안산단원구 고잔동
7579,안산레이크타운푸르지오,50000,경기도 안산단원구 고잔동
7580,안산레이크타운푸르지오,51800,경기도 안산단원구 고잔동
7581,안산레이크타운푸르지오,51200,경기도 안산단원구 고잔동
7582,안산레이크타운푸르지오,51800,경기도 안산단원구 고잔동
7583,안산레이크타운푸르지오,51500,경기도 안산단원구 고잔동
7584,안산레이크타운푸르지오,47300,경기도 안산단원구 고잔동
7585,안산레이크타운푸르지오,52000,경기도 안산단원구 고잔동
7586,안산레이크타운푸르지오,41000,경기도 안산단원구 고잔동
7587,안산레이크타운푸르지오,39800,경기도 안산단원구 고잔동
7588,안산레이크타운푸르지오,58000,경기도 안산단원구 고잔동
7589,안산레이크타운푸르지오,60000,경기도 안산단원구 고잔동
7590,안산레이크타운푸르지오,40000,경기도 안산단원구 고잔동
7591,안산레이크타운푸르지오,48400,경기도 안산단원구 고잔동
7592,안산레이크타운푸르지오,52000,경기도 안산단원구 고잔동
7593,안산레이크타운푸르지오,49500,경기도 안산단원구 고잔동
7594,안산레이크타운푸르지오,52500,경기도 안산단원구 고잔동
7595,안산레이크타운푸르지오,42500,경기도 안산단원구 고잔동
7596,안산레이크타운푸르지오,41000,경기도 안산단원구 고잔동
7597,양지마을,33500,경기도 안산단원구 고잔동
7598,양지마을,31000,경기도 안산단원구 고잔동
7599,주공(9단지),21500,경기도 안산단원구 고잔동
7600,주공(9단지),16500,경기도 안산단원구 고잔동
7601,주공(9단지),19300,경기도 안산단원구 고잔동
7602,주공(9단지),19500,경기도 안산단원구 고잔동
7603,주공(9단지),20700,경기도 안산단원구 고잔동
7604,주공(9단지),19000,경기도 안산단원구 고잔동
7605,주공(9단지),20500,경기도 안산단원구 고잔동
7606,주공(9단지),21350,경기도 안산단원구 고잔동
7607,주공(9단지),16000,경기도 안산단원구 고잔동
7608,주공(9단지),21400,경기도 안산단원구 고잔동
7609,주공(9단지),21000,경기도 안산단원구 고잔동
7610,주공(9단지),20000,경기도 안산단원구 고잔동
7611,주공(9단지),17400,경기도 안산단원구 고잔동
7612,주공(9단지),23600,경기도 안산단원구 고잔동
7613,주공(9단지),20000,경기도 안산단원구 고잔동
7614,주공5,26900,경기도 안산단원구 고잔동
7615,주공5,35250,경기도 안산단원구 고잔동
7616,주공5,27000,경기도 안산단원구 고잔동
7617,주공5,27400,경기도 안산단원구 고잔동
7618,주공5,27000,경기도 안산단원구 고잔동
7619,주공5,24500,경기도 안산단원구 고잔동
7620,주공5,26700,경기도 안산단원구 고잔동
7621,주공5,25000,경기도 안산단원구 고잔동
7622,주공5,27500,경기도 안산단원구 고잔동
7623,주공5,35900,경기도 안산단원구 고잔동
7624,주공5,36500,경기도 안산단원구 고잔동
7625,주공5,28000,경기도 안산단원구 고잔동
7626,주공5,27000,경기도 안산단원구 고잔동
7627,주공5,25000,경기도 안산단원구 고잔동
7628,주공5,29000,경기도 안산단원구 고잔동
7629,주공5,25000,경기도 안산단원구 고잔동
7630,주공6,21950,경기도 안산단원구 고잔동
7631,주공6,26000,경기도 안산단원구 고잔동
7632,주공6,26000,경기도 안산단원구 고잔동
7633,주공6,22000,경기도 안산단원구 고잔동
7634,주공6,22000,경기도 안산단원구 고잔동
7635,주공6,22000,경기도 안산단원구 고잔동
7636,주공6,26000,경기도 안산단원구 고잔동
7637,주공6,25900,경기도 안산단원구 고잔동
7638,주공6,26200,경기도 안산단원구 고잔동
7639,주공6,22800,경기도 안산단원구 고잔동
7640,주공6,22000,경기도 안산단원구 고잔동
7641,주공6,23000,경기도 안산단원구 고잔동
7642,주공6,26000,경기도 안산단원구 고잔동
7643,주공6,26900,경기도 안산단원구 고잔동
7644,주공6,27000,경기도 안산단원구 고잔동
7645,주공6,22900,경기도 안산단원구 고잔동
7646,주공6,24000,경기도 안산단원구 고잔동
7647,주공6,27000,경기도 안산단원구 고잔동
7648,주공7,16800,경기도 안산단원구 고잔동
7649,주공7,16000,경기도 안산단원구 고잔동
7650,주공7,18300,경기도 안산단원구 고잔동
7651,주공7,20000,경기도 안산단원구 고잔동
7652,주공7,23000,경기도 안산단원구 고잔동
7653,주공7,19000,경기도 안산단원구 고잔동
7654,주공8,15900,경기도 안산단원구 고잔동
7655,주공8,16000,경기도 안산단원구 고잔동
7656,주공8,16000,경기도 안산단원구 고잔동
7657,주공8,16200,경기도 안산단원구 고잔동
7658,주공8,15900,경기도 안산단원구 고잔동
7659,주공8,19000,경기도 안산단원구 고잔동
7660,주공8,20000,경기도 안산단원구 고잔동
7661,주공8,25000,경기도 안산단원구 고잔동
7662,주공8,23000,경기도 안산단원구 고잔동
7663,주공8,16000,경기도 안산단원구 고잔동
7664,주공8,16000,경기도 안산단원구 고잔동
7665,주공8,16000,경기도 안산단원구 고잔동
7666,주공8,19000,경기도 안산단원구 고잔동
7667,주공8,19500,경기도 안산단원구 고잔동
7668,주공8,16400,경기도 안산단원구 고잔동
7669,주공8,18500,경기도 안산단원구 고잔동
7670,주공그린빌7,30000,경기도 안산단원구 고잔동
7671,주공그린빌7,29300,경기도 안산단원구 고잔동
7672,주공그린빌7,25400,경기도 안산단원구 고잔동
7673,주공그린빌7,32300,경기도 안산단원구 고잔동
7674,주공그린빌7,26800,경기도 안산단원구 고잔동
7675,주공그린빌8,27700,경기도 안산단원구 고잔동
7676,주공그린빌8,29700,경기도 안산단원구 고잔동
7677,주공그린빌9,27500,경기도 안산단원구 고잔동
7678,주공그린빌9,31800,경기도 안산단원구 고잔동
7679,주공그린빌9,31500,경기도 안산단원구 고잔동
7680,주공그린빌9,29200,경기도 안산단원구 고잔동
7681,푸르지오1차,30000,경기도 안산단원구 고잔동
7682,푸르지오1차,31500,경기도 안산단원구 고잔동
7683,푸르지오1차,31500,경기도 안산단원구 고잔동
7684,푸르지오1차,28400,경기도 안산단원구 고잔동
7685,푸르지오1차,26500,경기도 안산단원구 고잔동
7686,푸르지오1차,30700,경기도 안산단원구 고잔동
7687,푸르지오1차,31300,경기도 안산단원구 고잔동
7688,푸르지오1차,34500,경기도 안산단원구 고잔동
7689,푸르지오1차,30500,경기도 안산단원구 고잔동
7690,푸르지오1차,28500,경기도 안산단원구 고잔동
7691,푸르지오1차,30500,경기도 안산단원구 고잔동
7692,푸르지오1차,41000,경기도 안산단원구 고잔동
7693,푸르지오3차,47000,경기도 안산단원구 고잔동
7694,푸르지오3차,51000,경기도 안산단원구 고잔동
7695,푸르지오3차,35200,경기도 안산단원구 고잔동
7696,푸르지오3차,35000,경기도 안산단원구 고잔동
7697,푸르지오3차,34500,경기도 안산단원구 고잔동
7698,푸르지오3차,34200,경기도 안산단원구 고잔동
7699,푸르지오3차,34800,경기도 안산단원구 고잔동
7700,푸르지오3차,41200,경기도 안산단원구 고잔동
7701,푸르지오3차,34700,경기도 안산단원구 고잔동
7702,푸르지오3차,35300,경기도 안산단원구 고잔동
7703,푸르지오3차,40000,경기도 안산단원구 고잔동
7704,푸르지오3차,52500,경기도 안산단원구 고잔동
7705,푸르지오4차,26900,경기도 안산단원구 고잔동
7706,푸르지오4차,31000,경기도 안산단원구 고잔동
7707,푸르지오4차,33500,경기도 안산단원구 고잔동
7708,푸르지오4차,33500,경기도 안산단원구 고잔동
7709,호수공원(대림1),30800,경기도 안산단원구 고잔동
7710,호수공원(대림1),73500,경기도 안산단원구 고잔동
7711,호수공원(대림2A),30000,경기도 안산단원구 고잔동
7712,호수공원(대림2B),42000,경기도 안산단원구 고잔동
7713,호수공원(대림2B),45000,경기도 안산단원구 고잔동
7714,공작한양(고층),23900,경기도 안산단원구 선부동
7715,공작한양(고층),13200,경기도 안산단원구 선부동
7716,공작한양(고층),23500,경기도 안산단원구 선부동
7717,공작한양(저층),20000,경기도 안산단원구 선부동
7718,공작한양(저층),21000,경기도 안산단원구 선부동
7719,공작한양(저층),20250,경기도 안산단원구 선부동
7720,공작한양(저층),15500,경기도 안산단원구 선부동
7721,군자주공10,14700,경기도 안산단원구 선부동
7722,군자주공10,14500,경기도 안산단원구 선부동
7723,군자주공10,17000,경기도 안산단원구 선부동
7724,군자주공10,18500,경기도 안산단원구 선부동
7725,군자주공10,15950,경기도 안산단원구 선부동
7726,군자주공10,15500,경기도 안산단원구 선부동
7727,군자주공10,15800,경기도 안산단원구 선부동
7728,군자주공10,18300,경기도 안산단원구 선부동
7729,군자주공10,15500,경기도 안산단원구 선부동
7730,군자주공10,15500,경기도 안산단원구 선부동
7731,군자주공10,15400,경기도 안산단원구 선부동
7732,군자주공10,15400,경기도 안산단원구 선부동
7733,군자주공11,14500,경기도 안산단원구 선부동
7734,군자주공12,10900,경기도 안산단원구 선부동
7735,군자주공12,12000,경기도 안산단원구 선부동
7736,군자주공12,12300,경기도 안산단원구 선부동
7737,군자주공12,9900,경기도 안산단원구 선부동
7738,군자주공12,11200,경기도 안산단원구 선부동
7739,군자주공12,12200,경기도 안산단원구 선부동
7740,군자주공14,17000,경기도 안산단원구 선부동
7741,군자주공14,14500,경기도 안산단원구 선부동
7742,군자주공14,14870,경기도 안산단원구 선부동
7743,군자주공15(고층),17500,경기도 안산단원구 선부동
7744,군자주공15(고층),13850,경기도 안산단원구 선부동
7745,군자주공15(고층),16500,경기도 안산단원구 선부동
7746,군자주공15(고층),17000,경기도 안산단원구 선부동
7747,군자주공15(고층),13000,경기도 안산단원구 선부동
7748,군자주공15(고층),17000,경기도 안산단원구 선부동
7749,군자주공15(저층),15900,경기도 안산단원구 선부동
7750,군자주공15(저층),13300,경기도 안산단원구 선부동
7751,군자주공9,12000,경기도 안산단원구 선부동
7752,군자주공9,15000,경기도 안산단원구 선부동
7753,군자주공9,17000,경기도 안산단원구 선부동
7754,군자주공9,14200,경기도 안산단원구 선부동
7755,군자주공9,14500,경기도 안산단원구 선부동
7756,군자주공9,14600,경기도 안산단원구 선부동
7757,동명벽산블루밍,37800,경기도 안산단원구 선부동
7758,동명벽산블루밍,28500,경기도 안산단원구 선부동
7759,동명벽산블루밍,23900,경기도 안산단원구 선부동
7760,산호한양,9400,경기도 안산단원구 선부동
7761,산호한양,13000,경기도 안산단원구 선부동
7762,산호한양,8000,경기도 안산단원구 선부동
7763,산호한양,9100,경기도 안산단원구 선부동
7764,산호한양,10700,경기도 안산단원구 선부동
7765,산호한양,13000,경기도 안산단원구 선부동
7766,수정한양,17000,경기도 안산단원구 선부동
7767,수정한양,18000,경기도 안산단원구 선부동
7768,수정한양,29000,경기도 안산단원구 선부동
7769,수정한양,33000,경기도 안산단원구 선부동
7770,수정한양,24800,경기도 안산단원구 선부동
7771,안산 메트로타운 푸르지오힐스테이트,36000,경기도 안산단원구 선부동
7772,효성,15800,경기도 안산단원구 선부동
7773,두산위브,22900,경기도 안산단원구 신길동
7774,삼익,17000,경기도 안산단원구 신길동
7775,삼익,20900,경기도 안산단원구 신길동
7776,삼익,19250,경기도 안산단원구 신길동
7777,삼익,17400,경기도 안산단원구 신길동
7778,삼익,25500,경기도 안산단원구 신길동
7779,안산신길온천역휴먼빌,22800,경기도 안산단원구 신길동
7780,안산신길온천역휴먼빌,25000,경기도 안산단원구 신길동
7781,안산신길온천역휴먼빌,20400,경기도 안산단원구 신길동
7782,안산아이파크,32400,경기도 안산단원구 신길동
7783,안산아이파크,30000,경기도 안산단원구 신길동
7784,안산아이파크,34000,경기도 안산단원구 신길동
7785,휴먼빌2차,26000,경기도 안산단원구 신길동
7786,휴먼시아 4단지,26700,경기도 안산단원구 신길동
7787,휴먼시아 4단지,28600,경기도 안산단원구 신길동
7788,휴먼시아3단지,27000,경기도 안산단원구 신길동
7789,휴먼시아6단지,25900,경기도 안산단원구 신길동
7790,휴먼시아6단지,26250,경기도 안산단원구 신길동
7791,휴먼시아6단지,25600,경기도 안산단원구 신길동
7792,경남아너스빌,30300,경기도 안산단원구 원곡동
7793,경남아너스빌,30000,경기도 안산단원구 원곡동
7794,경남아너스빌,30500,경기도 안산단원구 원곡동
7795,경남아너스빌,29000,경기도 안산단원구 원곡동
7796,경남아너스빌,28950,경기도 안산단원구 원곡동
7797,경남아너스빌,27900,경기도 안산단원구 원곡동
7798,경남아너스빌,30800,경기도 안산단원구 원곡동
7799,벽산블루밍,28000,경기도 안산단원구 원곡동
7800,벽산블루밍,25000,경기도 안산단원구 원곡동
7801,벽산블루밍,25800,경기도 안산단원구 원곡동
7802,벽산블루밍,23500,경기도 안산단원구 원곡동
7803,벽산블루밍,26500,경기도 안산단원구 원곡동
7804,벽산블루밍,22300,경기도 안산단원구 원곡동
7805,벽산블루밍,26800,경기도 안산단원구 원곡동
7806,안산8차푸르지오,24250,경기도 안산단원구 원곡동
7807,안산8차푸르지오,32000,경기도 안산단원구 원곡동
7808,안산8차푸르지오,26500,경기도 안산단원구 원곡동
7809,안산8차푸르지오,25500,경기도 안산단원구 원곡동
7810,안산8차푸르지오,25100,경기도 안산단원구 원곡동
7811,한화꿈에그린,33500,경기도 안산단원구 원곡동
7812,한화꿈에그린,29900,경기도 안산단원구 원곡동
7813,한화꿈에그린,31750,경기도 안산단원구 원곡동
7814,그린빌15(해맑음마을),14000,경기도 안산단원구 초지동
7815,그린빌15(해맑음마을),14900,경기도 안산단원구 초지동
7816,그린빌15(해맑음마을),23000,경기도 안산단원구 초지동
7817,그린빌15(해맑음마을),22500,경기도 안산단원구 초지동
7818,그린빌15(해맑음마을),22500,경기도 안산단원구 초지동
7819,그린빌15(해맑음마을),16800,경기도 안산단원구 초지동
7820,그린빌15(해맑음마을),22500,경기도 안산단원구 초지동
7821,그린빌18,19700,경기도 안산단원구 초지동
7822,그린빌18,17500,경기도 안산단원구 초지동
7823,그린빌18,15800,경기도 안산단원구 초지동
7824,그린빌18,14400,경기도 안산단원구 초지동
7825,그린빌18,13000,경기도 안산단원구 초지동
7826,두산위브,39000,경기도 안산단원구 초지동
7827,두산위브,37000,경기도 안산단원구 초지동
7828,두산위브,41000,경기도 안산단원구 초지동
7829,두산위브,37000,경기도 안산단원구 초지동
7830,두산위브,39000,경기도 안산단원구 초지동
7831,두산위브,37000,경기도 안산단원구 초지동
7832,두산위브,36700,경기도 안산단원구 초지동
7833,두산위브,37500,경기도 안산단원구 초지동
7834,두산위브,37000,경기도 안산단원구 초지동
7835,두산위브,40500,경기도 안산단원구 초지동
7836,두산위브,48000,경기도 안산단원구 초지동
7837,두산위브,32500,경기도 안산단원구 초지동
7838,롯데캐슬더퍼스트,43000,경기도 안산단원구 초지동
7839,롯데캐슬더퍼스트,45000,경기도 안산단원구 초지동
7840,서해그랑블,26250,경기도 안산단원구 초지동
7841,서해그랑블,25200,경기도 안산단원구 초지동
7842,서해그랑블,29700,경기도 안산단원구 초지동
7843,서해그랑블,37400,경기도 안산단원구 초지동
7844,서해그랑블,31500,경기도 안산단원구 초지동
7845,서해그랑블,38000,경기도 안산단원구 초지동
7846,서해그랑블,35700,경기도 안산단원구 초지동
7847,서해그랑블,27200,경기도 안산단원구 초지동
7848,서해그랑블,25400,경기도 안산단원구 초지동
7849,서해그랑블,29000,경기도 안산단원구 초지동
7850,주공그린빌11,25000,경기도 안산단원구 초지동
7851,주공그린빌11,24500,경기도 안산단원구 초지동
7852,주공그린빌11,24500,경기도 안산단원구 초지동
7853,주공그린빌11,27000,경기도 안산단원구 초지동
7854,주공그린빌11,25800,경기도 안산단원구 초지동
7855,주공그린빌11,25600,경기도 안산단원구 초지동
7856,주공그린빌11,26500,경기도 안산단원구 초지동
7857,주공그린빌11,26500,경기도 안산단원구 초지동
7858,주공그린빌11,26900,경기도 안산단원구 초지동
7859,주공그린빌11,29600,경기도 안산단원구 초지동
7860,주공그린빌12,27400,경기도 안산단원구 초지동
7861,주공그린빌12,27000,경기도 안산단원구 초지동
7862,주공그린빌12,27400,경기도 안산단원구 초지동
7863,주공그린빌12,26800,경기도 안산단원구 초지동
7864,주공그린빌12,27600,경기도 안산단원구 초지동
7865,주공그린빌12,27000,경기도 안산단원구 초지동
7866,주공그린빌12,27200,경기도 안산단원구 초지동
7867,주공그린빌13단지,16000,경기도 안산단원구 초지동
7868,주공그린빌13단지,20000,경기도 안산단원구 초지동
7869,주공그린빌13단지,15400,경기도 안산단원구 초지동
7870,주공그린빌13단지,19500,경기도 안산단원구 초지동
7871,주공그린빌13단지,18000,경기도 안산단원구 초지동
7872,주공그린빌13단지,20600,경기도 안산단원구 초지동
7873,주공그린빌13단지,20900,경기도 안산단원구 초지동
7874,주공그린빌13단지,20400,경기도 안산단원구 초지동
7875,주공그린빌13단지,14700,경기도 안산단원구 초지동
7876,주공그린빌14단지,21500,경기도 안산단원구 초지동
7877,주공그린빌14단지,21500,경기도 안산단원구 초지동
7878,주공그린빌14단지,21300,경기도 안산단원구 초지동
7879,주공그린빌14단지,22000,경기도 안산단원구 초지동
7880,주공그린빌14단지,21400,경기도 안산단원구 초지동
7881,주공그린빌14단지,23000,경기도 안산단원구 초지동
7882,주공그린빌14단지,21900,경기도 안산단원구 초지동
7883,주공그린빌14단지,20000,경기도 안산단원구 초지동
7884,호수마을풍림,32600,경기도 안산단원구 초지동
7885,호수마을풍림,26900,경기도 안산단원구 초지동
7886,호수마을풍림,26900,경기도 안산단원구 초지동
7887,호수마을풍림,25250,경기도 안산단원구 초지동
7888,호수마을풍림,30500,경기도 안산단원구 초지동
7889,호수마을풍림,25500,경기도 안산단원구 초지동
7890,호수마을풍림,36000,경기도 안산단원구 초지동
7891,호수마을풍림,28300,경기도 안산단원구 초지동
7892,호수마을풍림,28300,경기도 안산단원구 초지동
7893,호수마을풍림,28800,경기도 안산단원구 초지동
7894,호수마을풍림,35000,경기도 안산단원구 초지동
7895,호수마을풍림,24500,경기도 안산단원구 초지동
7896,호수마을풍림,25500,경기도 안산단원구 초지동
7897,(536-40),8200,경기도 안산상록구 건건동
7898,건건e-편한세상,33800,경기도 안산상록구 건건동
7899,건건e-편한세상,29000,경기도 안산상록구 건건동
7900,건건e-편한세상,25600,경기도 안산상록구 건건동
7901,건건e-편한세상,26500,경기도 안산상록구 건건동
7902,건건e-편한세상,26100,경기도 안산상록구 건건동
7903,건건e-편한세상,32000,경기도 안산상록구 건건동
7904,건건e-편한세상,28750,경기도 안산상록구 건건동
7905,건건e-편한세상,30000,경기도 안산상록구 건건동
7906,건건e-편한세상,29800,경기도 안산상록구 건건동
7907,반월서해,31300,경기도 안산상록구 건건동
7908,반월서해,22000,경기도 안산상록구 건건동
7909,반월서해,18000,경기도 안산상록구 건건동
7910,반월한양,16900,경기도 안산상록구 본오동
7911,반월한양,14600,경기도 안산상록구 본오동
7912,반월한양,17000,경기도 안산상록구 본오동
7913,반월한양,22700,경기도 안산상록구 본오동
7914,반월한양,11600,경기도 안산상록구 본오동
7915,본오주공,21000,경기도 안산상록구 본오동
7916,본오주공,18000,경기도 안산상록구 본오동
7917,본오주공,16800,경기도 안산상록구 본오동
7918,본오주공,12800,경기도 안산상록구 본오동
7919,비발디파크(948-9),24000,경기도 안산상록구 본오동
7920,신안1,26000,경기도 안산상록구 본오동
7921,신안1,19400,경기도 안산상록구 본오동
7922,신안1,21000,경기도 안산상록구 본오동
7923,신안1,21300,경기도 안산상록구 본오동
7924,신안1,21000,경기도 안산상록구 본오동
7925,우성,25800,경기도 안산상록구 본오동
7926,우성,20500,경기도 안산상록구 본오동
7927,우성,27400,경기도 안산상록구 본오동
7928,우성,28000,경기도 안산상록구 본오동
7929,월드,17000,경기도 안산상록구 본오동
7930,월드,18900,경기도 안산상록구 본오동
7931,월드,14800,경기도 안산상록구 본오동
7932,월드,15200,경기도 안산상록구 본오동
7933,월드,16400,경기도 안산상록구 본오동
7934,월드,15000,경기도 안산상록구 본오동
7935,월드,15500,경기도 안산상록구 본오동
7936,월드,17400,경기도 안산상록구 본오동
7937,월드,13500,경기도 안산상록구 본오동
7938,월드,25000,경기도 안산상록구 본오동
7939,월드,21500,경기도 안산상록구 본오동
7940,월드,18100,경기도 안산상록구 본오동
7941,태영,22000,경기도 안산상록구 본오동
7942,SK선경,26300,경기도 안산상록구 사동
7943,SK선경,28000,경기도 안산상록구 사동
7944,SK선경,29300,경기도 안산상록구 사동
7945,SK선경,17400,경기도 안산상록구 사동
7946,SK선경,28900,경기도 안산상록구 사동
7947,늘푸른,33500,경기도 안산상록구 사동
7948,늘푸른,29800,경기도 안산상록구 사동
7949,늘푸른,34500,경기도 안산상록구 사동
7950,늘푸른,36700,경기도 안산상록구 사동
7951,늘푸른,35000,경기도 안산상록구 사동
7952,본오,8800,경기도 안산상록구 사동
7953,본오,9500,경기도 안산상록구 사동
7954,본오,8400,경기도 안산상록구 사동
7955,본오,9000,경기도 안산상록구 사동
7956,본오,9500,경기도 안산상록구 사동
7957,본오2,10950,경기도 안산상록구 사동
7958,본오2,11600,경기도 안산상록구 사동
7959,본오2,12800,경기도 안산상록구 사동
7960,숲속마을,24000,경기도 안산상록구 사동
7961,숲속마을,27500,경기도 안산상록구 사동
7962,신우,26500,경기도 안산상록구 사동
7963,신우,22000,경기도 안산상록구 사동
7964,안산고잔6차푸르지오,31800,경기도 안산상록구 사동
7965,안산고잔6차푸르지오,30100,경기도 안산상록구 사동
7966,안산고잔6차푸르지오,35000,경기도 안산상록구 사동
7967,안산고잔6차푸르지오,37000,경기도 안산상록구 사동
7968,안산고잔6차푸르지오,38000,경기도 안산상록구 사동
7969,안산고잔6차푸르지오,32700,경기도 안산상록구 사동
7970,안산고잔6차푸르지오,31400,경기도 안산상록구 사동
7971,안산고잔6차푸르지오,32000,경기도 안산상록구 사동
7972,안산고잔6차푸르지오,33250,경기도 안산상록구 사동
7973,안산고잔6차푸르지오,34500,경기도 안산상록구 사동
7974,안산고잔6차푸르지오,37000,경기도 안산상록구 사동
7975,안산고잔6차푸르지오,38500,경기도 안산상록구 사동
7976,안산고잔7차푸르지오,32000,경기도 안산상록구 사동
7977,안산고잔7차푸르지오,28000,경기도 안산상록구 사동
7978,안산고잔7차푸르지오,31500,경기도 안산상록구 사동
7979,안산고잔7차푸르지오,35400,경기도 안산상록구 사동
7980,안산고잔7차푸르지오,29700,경기도 안산상록구 사동
7981,안산고잔7차푸르지오,34000,경기도 안산상록구 사동
7982,안산고잔7차푸르지오,32000,경기도 안산상록구 사동
7983,안산고잔7차푸르지오,34000,경기도 안산상록구 사동
7984,안산고잔9차푸르지오,34000,경기도 안산상록구 사동
7985,안산고잔9차푸르지오,36000,경기도 안산상록구 사동
7986,안산고잔9차푸르지오,35800,경기도 안산상록구 사동
7987,안산고잔9차푸르지오,35000,경기도 안산상록구 사동
7988,안산고잔9차푸르지오,35400,경기도 안산상록구 사동
7989,안산고잔9차푸르지오,36000,경기도 안산상록구 사동
7990,예누림,30000,경기도 안산상록구 사동
7991,예누림,28100,경기도 안산상록구 사동
7992,예누림,34500,경기도 안산상록구 사동
7993,예누림,33000,경기도 안산상록구 사동
7994,예누림,23800,경기도 안산상록구 사동
7995,요진,20700,경기도 안산상록구 사동
7996,요진,29000,경기도 안산상록구 사동
7997,요진,26500,경기도 안산상록구 사동
7998,요진,32500,경기도 안산상록구 사동
7999,요진,27000,경기도 안산상록구 사동
8000,요진,28300,경기도 안산상록구 사동
8001,월드메르디앙,19200,경기도 안산상록구 사동
8002,월드메르디앙,18250,경기도 안산상록구 사동
8003,월드메르디앙,18000,경기도 안산상록구 사동
8004,월드메르디앙,20500,경기도 안산상록구 사동
8005,월드메르디앙,25700,경기도 안산상록구 사동
8006,푸른마을주공2,26800,경기도 안산상록구 사동
8007,푸른마을주공3,21000,경기도 안산상록구 사동
8008,푸른마을주공4,21000,경기도 안산상록구 사동
8009,푸른마을주공4,17900,경기도 안산상록구 사동
8010,푸른마을주공4,22700,경기도 안산상록구 사동
8011,푸른마을주공4,23400,경기도 안산상록구 사동
8012,푸른마을주공5,22700,경기도 안산상록구 사동
8013,푸른마을주공5,21300,경기도 안산상록구 사동
8014,푸른마을주공5,22400,경기도 안산상록구 사동
8015,푸른마을주공5,18000,경기도 안산상록구 사동
8016,푸른마을주공5,22100,경기도 안산상록구 사동
8017,푸른마을주공5,25000,경기도 안산상록구 사동
8018,푸른마을주공5,23150,경기도 안산상록구 사동
8019,푸른마을주공5,18500,경기도 안산상록구 사동
8020,푸른마을주공5,23000,경기도 안산상록구 사동
8021,푸른마을주공5,20800,경기도 안산상록구 사동
8022,현대1,29900,경기도 안산상록구 사동
8023,현대1,27000,경기도 안산상록구 사동
8024,현대2,30000,경기도 안산상록구 사동
8025,현대,17000,경기도 안산상록구 사사동
8026,선경,36700,경기도 안산상록구 성포동
8027,선경,27000,경기도 안산상록구 성포동
8028,선경,30500,경기도 안산상록구 성포동
8029,안산현대1,15500,경기도 안산상록구 성포동
8030,안산현대1,12300,경기도 안산상록구 성포동
8031,예술인,15000,경기도 안산상록구 성포동
8032,예술인,19100,경기도 안산상록구 성포동
8033,주공11,21000,경기도 안산상록구 성포동
8034,주공11,18500,경기도 안산상록구 성포동
8035,주공11,16900,경기도 안산상록구 성포동
8036,주공4,25000,경기도 안산상록구 성포동
8037,주공4,26800,경기도 안산상록구 성포동
8038,파크푸르지오,54000,경기도 안산상록구 성포동
8039,파크푸르지오,56000,경기도 안산상록구 성포동
8040,파크푸르지오,40000,경기도 안산상록구 성포동
8041,파크푸르지오,43000,경기도 안산상록구 성포동
8042,로얄,6000,경기도 안산상록구 수암동
8043,엘리지움,40000,경기도 안산상록구 수암동
8044,엘리지움,28200,경기도 안산상록구 수암동
8045,이수빌,10600,경기도 안산상록구 수암동
8046,주공1,11900,경기도 안산상록구 월피동
8047,주공1,15000,경기도 안산상록구 월피동
8048,주공1,12800,경기도 안산상록구 월피동
8049,주공1,14500,경기도 안산상록구 월피동
8050,주공1,14600,경기도 안산상록구 월피동
8051,주공2,13500,경기도 안산상록구 월피동
8052,주공2,15350,경기도 안산상록구 월피동
8053,주공2,15000,경기도 안산상록구 월피동
8054,주공2,14500,경기도 안산상록구 월피동
8055,주공3,26000,경기도 안산상록구 월피동
8056,주공3,26500,경기도 안산상록구 월피동
8057,주공3,27200,경기도 안산상록구 월피동
8058,한양,16600,경기도 안산상록구 월피동
8059,한양,14500,경기도 안산상록구 월피동
8060,한양,16800,경기도 안산상록구 월피동
8061,한양,21000,경기도 안산상록구 월피동
8062,주공그린빌10단지,27300,경기도 안산상록구 이동
8063,푸르지오2차,32800,경기도 안산상록구 이동
8064,푸르지오2차,36000,경기도 안산상록구 이동
8065,푸르지오2차,33250,경기도 안산상록구 이동
8066,안성푸르지오,20500,경기도 안성시 가사동
8067,안성푸르지오,18500,경기도 안성시 가사동
8068,대림2차,7500,경기도 안성시 공도읍 마정리
8069,안성베르빌,9000,경기도 안성시 공도읍 마정리
8070,임광그대가,11750,경기도 안성시 공도읍 마정리
8071,임광그대가,12900,경기도 안성시 공도읍 마정리
8072,임광그대가,14200,경기도 안성시 공도읍 마정리
8073,임광그대가,15000,경기도 안성시 공도읍 마정리
8074,임광그대가,15800,경기도 안성시 공도읍 마정리
8075,금호어울림1단지,18300,경기도 안성시 공도읍 만정리
8076,금호어울림1단지,18024,경기도 안성시 공도읍 만정리
8077,디자인시티블루밍,22000,경기도 안성시 공도읍 만정리
8078,디자인시티블루밍,20900,경기도 안성시 공도읍 만정리
8079,부영,9800,경기도 안성시 공도읍 만정리
8080,부영,8000,경기도 안성시 공도읍 만정리
8081,안성공도KCC스위첸,26400,경기도 안성시 공도읍 만정리
